serogroup Results
Accession,query,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,
ERR576996,contig00001,O1,100.000,555,0,0,75762,76316,1,555,0.0,1026,
ERR577139,contig00003,O1,100.000,555,0,0,44260,44814,1,555,0.0,1026,
ERR577140,contig00003,O1,100.000,555,0,0,75779,76333,1,555,0.0,1026,
ERR577141,contig00006,O1,100.000,555,0,0,44256,44810,1,555,0.0,1026,
ERR577143,contig00101,O1,100.000,555,0,0,396,950,555,1,0.0,1026,
ERR579050,contig00103,O1,100.000,555,0,0,403,957,555,1,0.0,1026,
ERR579054,contig00032,O1,100.000,555,0,0,44271,44825,1,555,0.0,1026,
ERR579059,contig00024,O1,100.000,555,0,0,6490,7044,1,555,0.0,1026,
ERR579060,contig00020,O1,100.000,555,0,0,6490,7044,1,555,0.0,1026,
ERR579061,contig00002,O1,100.000,555,0,0,75780,76334,1,555,0.0,1026,
ERR579062,contig00009,O1,100.000,555,0,0,44256,44810,1,555,0.0,1026,
ERR579064,contig00029,O1,100.000,555,0,0,44266,44820,1,555,0.0,1026,
ERR579065,contig00009,O1,100.000,555,0,0,44255,44809,1,555,0.0,1026,
ERR579066,contig00033,O1,100.000,555,0,0,44267,44821,1,555,0.0,1026,
ERR579067,contig00001,O1,100.000,555,0,0,96158,96712,1,555,0.0,1026,
ERR579068,contig00002,O1,100.000,555,0,0,75779,76333,1,555,0.0,1026,
ERR579069,contig00033,O1,100.000,555,0,0,44267,44821,1,555,0.0,1026,
ERR579070,contig00002,O1,100.000,555,0,0,75761,76315,1,555,0.0,1026,
ERR579072,contig00032,O1,100.000,555,0,0,44259,44813,1,555,0.0,1026,
ERR579073,contig00031,O1,100.000,555,0,0,4989,5543,1,555,0.0,1026,
ERR579075,contig00033,O1,100.000,555,0,0,44271,44825,1,555,0.0,1026,
ERR579076,contig00003,O1,100.000,555,0,0,75779,76333,1,555,0.0,1026,
ERR579077,contig00001,O1,100.000,555,0,0,75778,76332,1,555,0.0,1026,
ERR579078,contig00002,O1,100.000,555,0,0,75777,76331,1,555,0.0,1026,
ERR579079,contig00015,O1,100.000,555,0,0,44267,44821,1,555,0.0,1026,
ERR579080,contig00006,O1,100.000,555,0,0,44267,44821,1,555,0.0,1026,
ERR579082,contig00003,O1,100.000,555,0,0,75778,76332,1,555,0.0,1026,
ERR579085,contig00035,O1,100.000,555,0,0,44267,44821,1,555,0.0,1026,
ERR579086,contig00005,O1,100.000,555,0,0,44267,44821,1,555,0.0,1026,
ERR579087,contig00011,O1,100.000,555,0,0,44260,44814,1,555,0.0,1026,
ERR579088,contig00003,O1,100.000,555,0,0,44256,44810,1,555,0.0,1026,
ERR976405,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976406,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976407,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976408,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976409,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976411,contig00011,O1,100.000,555,0,0,99310,99864,1,555,0.0,1026,
ERR976412,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976413,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976415,contig00009,O1,100.000,555,0,0,99310,99864,1,555,0.0,1026,
ERR976416,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976418,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976419,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976420,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976421,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976422,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976423,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976424,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976425,contig00010,O1,100.000,555,0,0,99310,99864,1,555,0.0,1026,
ERR976426,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976427,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976428,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976429,contig00010,O1,100.000,555,0,0,99312,99866,1,555,0.0,1026,
ERR976430,contig00010,O1,100.000,555,0,0,99312,99866,1,555,0.0,1026,
ERR976431,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976433,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976434,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976435,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976436,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976437,contig00012,O1,100.000,555,0,0,77643,78197,1,555,0.0,1026,
ERR976438,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976439,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976440,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976442,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976443,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976444,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976445,contig00011,O1,100.000,555,0,0,99310,99864,1,555,0.0,1026,
ERR976447,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976448,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976450,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976451,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976452,contig00012,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976453,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976454,contig00012,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976456,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976457,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976458,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976459,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976460,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976463,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976464,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976465,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976466,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976467,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976468,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976469,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976470,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976471,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976472,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976473,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976474,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976475,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976476,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976477,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976478,contig00012,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976479,contig00012,O1,100.000,555,0,0,78109,78663,1,555,0.0,1026,
ERR976480,contig00012,O1,100.000,555,0,0,78109,78663,1,555,0.0,1026,
ERR976481,contig00013,O1,100.000,555,0,0,78110,78664,1,555,0.0,1026,
ERR976482,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976483,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976485,contig00013,O1,100.000,555,0,0,78109,78663,1,555,0.0,1026,
ERR976486,contig00011,O1,100.000,555,0,0,78110,78664,1,555,0.0,1026,
ERR976488,contig00012,O1,100.000,555,0,0,78109,78663,1,555,0.0,1026,
ERR976489,contig00015,O1,100.000,555,0,0,78108,78662,1,555,0.0,1026,
ERR976492,contig00012,O1,100.000,555,0,0,78108,78662,1,555,0.0,1026,
ERR976493,contig00012,O1,100.000,555,0,0,78113,78667,1,555,0.0,1026,
ERR976494,contig00013,O1,100.000,555,0,0,78109,78663,1,555,0.0,1026,
ERR976495,contig00011,O1,100.000,555,0,0,78110,78664,1,555,0.0,1026,
ERR976496,contig00012,O1,100.000,555,0,0,78109,78663,1,555,0.0,1026,
ERR976497,contig00011,O1,100.000,555,0,0,78109,78663,1,555,0.0,1026,
ERR976498,contig00012,O1,100.000,555,0,0,78110,78664,1,555,0.0,1026,
ERR976499,contig00010,O1,100.000,555,0,0,78109,78663,1,555,0.0,1026,
ERR976500,contig00012,O1,100.000,555,0,0,78109,78663,1,555,0.0,1026,
ERR976501,contig00012,O1,100.000,555,0,0,78109,78663,1,555,0.0,1026,
ERR976502,contig00011,O1,100.000,555,0,0,78109,78663,1,555,0.0,1026,
ERR976503,contig00013,O1,100.000,555,0,0,78109,78663,1,555,0.0,1026,
ERR976505,contig00013,O1,100.000,555,0,0,82881,83435,1,555,0.0,1026,
ERR976506,contig00012,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976507,contig00011,O1,100.000,555,0,0,77643,78197,1,555,0.0,1026,
ERR976508,contig00015,O1,100.000,555,0,0,77642,78196,1,555,0.0,1026,
ERR976510,contig00012,O1,100.000,555,0,0,77643,78197,1,555,0.0,1026,
ERR976511,contig00013,O1,100.000,555,0,0,78109,78663,1,555,0.0,1026,
ERR976512,contig00012,O1,100.000,555,0,0,78109,78663,1,555,0.0,1026,
ERR976513,contig00011,O1,100.000,555,0,0,77641,78195,1,555,0.0,1026,
ERR976514,contig00011,O1,100.000,555,0,0,99309,99863,1,555,0.0,1026,
ERR976515,contig00011,O1,100.000,555,0,0,99309,99863,1,555,0.0,1026,
ERR976516,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976517,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976518,contig00010,O1,100.000,555,0,0,99319,99873,1,555,0.0,1026,
ERR976519,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976520,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976522,contig00013,O1,100.000,555,0,0,78108,78662,1,555,0.0,1026,
ERR976523,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976527,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976532,contig00011,O1,100.000,555,0,0,78108,78662,1,555,0.0,1026,
ERR976533,contig00014,O1,100.000,555,0,0,78108,78662,1,555,0.0,1026,
ERR976534,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976535,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976536,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976538,contig00010,O1,100.000,555,0,0,99298,99852,1,555,0.0,1026,
ERR976539,contig00009,O1,100.000,555,0,0,99310,99864,1,555,0.0,1026,
ERR976541,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976542,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976543,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976545,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976546,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976547,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976550,contig00012,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976552,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976553,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976554,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976555,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976556,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976557,contig00011,O1,100.000,555,0,0,99324,99878,1,555,0.0,1026,
ERR976558,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976559,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976560,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976561,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976562,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976563,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976564,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976566,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976567,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976568,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976569,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976570,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976571,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976572,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976573,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976575,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976576,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976577,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976578,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976579,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976580,contig00012,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976581,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976582,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976584,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976585,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976586,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976587,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976588,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976589,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976590,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976591,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976592,contig00014,O1,100.000,555,0,0,48606,49160,1,555,0.0,1026,
ERR976593,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976594,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976595,contig00010,O1,100.000,555,0,0,99326,99880,1,555,0.0,1026,
ERR976597,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR976598,contig00013,O1,100.000,555,0,0,48606,49160,1,555,0.0,1026,
ERR976599,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998656,contig00012,O1,100.000,555,0,0,91886,92440,1,555,0.0,1026,
ERR998657,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998658,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998660,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998661,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998662,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998663,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998664,contig00011,O1,100.000,555,0,0,78108,78662,1,555,0.0,1026,
ERR998665,contig00012,O1,100.000,555,0,0,78108,78662,1,555,0.0,1026,
ERR998666,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998670,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998671,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998672,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998673,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998674,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998675,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998676,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998677,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998678,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998679,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998682,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998683,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998684,contig00011,O1,100.000,555,0,0,99324,99878,1,555,0.0,1026,
ERR998685,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998686,contig00018,O1,100.000,555,0,0,6490,7044,1,555,0.0,1026,
ERR998687,contig00010,O1,100.000,555,0,0,99316,99870,1,555,0.0,1026,
ERR998688,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998689,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998690,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998691,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998692,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998693,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998694,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998695,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998696,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998697,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998698,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998699,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998700,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998701,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998702,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998703,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998704,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998705,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998706,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998707,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998708,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998709,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998710,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998711,contig00010,O1,100.000,555,0,0,82087,82641,1,555,0.0,1026,
ERR998712,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998717,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998718,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998719,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998720,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998722,contig00012,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998725,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998726,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998727,contig00012,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998728,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998729,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998730,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998731,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998735,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998736,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998737,contig00012,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998738,contig00012,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998739,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998740,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998741,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998742,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998743,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998744,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998745,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998746,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998747,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998748,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998749,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
ERR998750,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR1201810,contig00060,O1,100.000,555,0,0,6490,7044,1,555,0.0,1026,
SRR135540,contig00008,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR135544,contig00008,O1,100.000,555,0,0,110944,111498,1,555,0.0,1026,
SRR135545,contig00025,O1,100.000,555,0,0,6501,7055,1,555,0.0,1026,
SRR135546,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR135605,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR135607,contig00024,O1,100.000,555,0,0,6530,7084,1,555,0.0,1026,
SRR135620,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR135621,contig00031,O1,100.000,555,0,0,6532,7086,1,555,0.0,1026,
SRR190870,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR190877,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR191343,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR191347,contig00008,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR191348,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR191349,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR191350,contig00008,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR191351,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR191363,contig00008,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR191380,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR191381,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR191383,contig00006,O1,100.000,555,0,0,110812,111366,1,555,0.0,1026,
SRR191384,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR191386,contig00009,O1,100.000,555,0,0,99324,99878,1,555,0.0,1026,
SRR191389,contig00008,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR191391,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR191719,contig00007,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR227303,contig00017,O1,100.000,555,0,0,44269,44823,1,555,0.0,1026,
SRR227309,contig00022,O1,100.000,555,0,0,6490,7044,1,555,0.0,1026,
SRR227311,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR227312,contig00012,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR227318,contig00013,O1,100.000,555,0,0,78108,78662,1,555,0.0,1026,
SRR227324,contig00011,O1,100.000,555,0,0,110945,111499,1,555,0.0,1026,
SRR227335,contig00015,O1,100.000,555,0,0,44269,44823,1,555,0.0,1026,
SRR227336,contig00014,O1,100.000,555,0,0,78109,78663,1,555,0.0,1026,
SRR308665,contig00010,O1,100.000,555,0,0,99312,99866,1,555,0.0,1026,
SRR308692,contig00010,O1,100.000,555,0,0,99312,99866,1,555,0.0,1026,
SRR308693,contig00008,O1,100.000,555,0,0,99312,99866,1,555,0.0,1026,
SRR308703,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR308704,contig00009,O1,100.000,555,0,0,99312,99866,1,555,0.0,1026,
SRR308705,contig00013,O1,100.000,555,0,0,48606,49160,1,555,0.0,1026,
SRR308706,contig00008,O1,100.000,555,0,0,99312,99866,1,555,0.0,1026,
SRR308707,contig00009,O1,100.000,555,0,0,99312,99866,1,555,0.0,1026,
SRR308709,contig00013,O1,100.000,555,0,0,48606,49160,1,555,0.0,1026,
SRR308713,contig00008,O1,100.000,555,0,0,99312,99866,1,555,0.0,1026,
SRR308715,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR308716,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR308717,contig00008,O1,100.000,555,0,0,99312,99866,1,555,0.0,1026,
SRR308720,contig00008,O1,100.000,555,0,0,99312,99866,1,555,0.0,1026,
SRR308721,contig00010,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR308722,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR308723,contig00008,O1,100.000,555,0,0,99312,99866,1,555,0.0,1026,
SRR308724,contig00009,O1,100.000,555,0,0,99312,99866,1,555,0.0,1026,
SRR308725,contig00008,O1,100.000,555,0,0,99312,99866,1,555,0.0,1026,
SRR308726,contig00011,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR308727,contig00009,O1,100.000,555,0,0,99311,99865,1,555,0.0,1026,
SRR3109669,contig00010,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
SRR4432994,contig00010,O1,100.000,555,0,0,111161,111715,1,555,0.0,1026,
SRR491124,contig00009,O1,100.000,555,0,0,110944,111498,1,555,0.0,1026,
SRR491132,contig00007,O1,100.000,555,0,0,111119,111673,1,555,0.0,1026,
SRR491153,contig00007,O1,100.000,555,0,0,111162,111716,1,555,0.0,1026,
SRR491158,contig00009,O1,100.000,555,0,0,110944,111498,1,555,0.0,1026,
